Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2
2013-11-09,Masters Cup,Indoor,Hard,Round Robin,3,Djokovic N.,Gasquet R.,Djokovic N.,2,9,10610,3300,1.06,10.0
2013-11-10,Masters Cup,Indoor,Hard,Semifinals,3,Djokovic N.,Wawrinka S.,Djokovic N.,2,8,10610,3330,1.14,5.5
2013-11-11,Masters Cup,Indoor,Hard,The Final,3,Nadal R.,Djokovic N.,Djokovic N.,1,2,12030,10610,2.37,1.57
2014-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Mayer L.,Djokovic N.,2,98,12260,579,1.002,34.0
2014-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Istomin D.,Djokovic N.,2,49,12260,945,1.01,26.0
2014-01-19,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Fognini F.,Djokovic N.,2,16,12260,1930,1.01,26.0
2014-01-21,Grand Slam,Outdoor,Hard,Quarterfinals,5,Wawrinka S.,Djokovic N.,Wawrinka S.,8,2,3890,12260,9.0,1.07
2014-02-25,ATP500,Outdoor,Hard,1st Round,3,Istomin D.,Djokovic N.,Djokovic N.,54,2,830,10580,17.0,1.02
2014-02-26,ATP500,Outdoor,Hard,2nd Round,3,Djokovic N.,Bautista R.,Djokovic N.,2,51,10580,885,1.02,17.0
2014-02-28,ATP500,Outdoor,Hard,Semifinals,3,Djokovic N.,Federer R.,Federer R.,2,8,10580,4305,1.22,4.33
2014-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Hanescu V.,Djokovic N.,Djokovic N.,87,2,616,10260,34.0,1.0166666666666668
2014-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Gonzalez A.,Djokovic N.,2,91,10260,602,1.01,26.0
2014-03-13,Masters 1000,Outdoor,Hard,4th Round,3,Cilic M.,Djokovic N.,Djokovic N.,26,2,1455,10260,5.5,1.14
2014-03-14,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Benneteau J.,Djokovic N.,2,65,10260,730,1.05,11.0
2014-03-15,Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,Isner J.,Djokovic N.,2,13,10260,2320,1.14,5.5
2014-03-16,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Federer R.,Djokovic N.,2,8,10260,4625,1.53,2.5
2014-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Chardy J.,Djokovic N.,2,48,10900,955,1.02,17.0
2014-03-25,Masters 1000,Outdoor,Hard,4th Round,3,Djokovic N.,Robredo T.,Djokovic N.,2,17,10900,2050,1.04,13.0
2014-03-26,Masters 1000,Outdoor,Hard,Quarterfinals,3,Murray A.,Djokovic N.,Djokovic N.,6,2,4795,10900,3.75,1.28
2014-03-30,Masters 1000,Outdoor,Hard,The Final,3,Nadal R.,Djokovic N.,Djokovic N.,1,2,13130,10900,2.1,1.72
2014-04-15,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Montanes A.,Djokovic N.,2,57,11680,810,1.01,21.0
2014-04-17,Masters 1000,Outdoor,Clay,3rd Round,3,Carreno-Busta P.,Djokovic N.,Djokovic N.,62,2,730,11680,26.0,1.01
2014-04-18,Masters 1000,Outdoor,Clay,Quarterfinals,3,Garcia-Lopez G.,Djokovic N.,Djokovic N.,38,2,1071,11680,21.0,1.01
2014-04-19,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,Federer R.,Federer R.,2,4,11680,5355,1.28,3.75
2014-05-13,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Stepanek R.,Djokovic N.,2,43,11030,1005,1.03,15.0
2014-05-15,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Kohlschreiber P.,Djokovic N.,2,29,11030,1280,1.1,7.0
2014-05-16,Masters 1000,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Ferrer D.,Djokovic N.,2,5,11030,5030,1.33,3.4
2014-05-17,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,Raonic M.,Djokovic N.,2,10,11030,2625,1.12,6.0
2014-05-18,Masters 1000,Outdoor,Clay,The Final,3,Djokovic N.,Nadal R.,Djokovic N.,2,1,11030,12900,2.1,1.72
2014-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Chardy J.,Djokovic N.,Djokovic N.,42,2,1060,11850,21.0,1.01
2014-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Cilic M.,Djokovic N.,Djokovic N.,26,2,1410,11850,19.0,1.02
2014-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Tsonga J.W.,Djokovic N.,Djokovic N.,14,2,2315,11850,7.0,1.1
2014-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Raonic M.,Djokovic N.,2,9,11850,2975,1.07,9.0
2014-06-06,Grand Slam,Outdoor,Clay,Semifinals,5,Djokovic N.,Gulbis E.,Djokovic N.,2,17,11850,2050,1.1,7.0
2014-06-08,Grand Slam,Outdoor,Clay,The Final,5,Nadal R.,Djokovic N.,Nadal R.,1,2,12500,11850,1.66,2.2
2014-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Golubev A.,Djokovic N.,2,56,12330,852,1.01,26.0
2014-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Stepanek R.,Djokovic N.,Djokovic N.,38,2,1085,12330,15.0,1.03
2014-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Simon G.,Djokovic N.,2,44,12330,1005,1.01,21.0
2014-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Tsonga J.W.,Djokovic N.,2,17,12330,1775,1.08,8.0
2014-07-02,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,Cilic M.,Djokovic N.,2,29,12330,1350,1.08,8.0
2014-07-04,Grand Slam,Outdoor,Grass,Semifinals,5,Dimitrov G.,Djokovic N.,Djokovic N.,13,2,2595,12330,4.0,1.25
2014-07-06,Grand Slam,Outdoor,Grass,The Final,5,Federer R.,Djokovic N.,Djokovic N.,4,2,4945,12330,2.4,1.61
2014-08-06,Masters 1000,Outdoor,Hard,2nd Round,3,Monfils G.,Djokovic N.,Djokovic N.,22,1,1545,13130,9.0,1.07
2014-08-07,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Tsonga J.W.,Tsonga J.W.,1,15,13130,1910,1.12,6.0
2014-08-13,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Simon G.,Djokovic N.,1,31,12860,1145,1.05,11.0
2014-08-14,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Robredo T.,Robredo T.,1,20,12860,1735,1.1,7.0
2014-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,Djokovic N.,Djokovic N.,79,1,656,12770,34.0,1.002
2014-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Mathieu P.H.,Djokovic N.,1,81,12770,649,1.01,26.0
2014-08-30,Grand Slam,Outdoor,Hard,3rd Round,5,Querrey S.,Djokovic N.,Djokovic N.,57,1,820,12770,21.0,1.01
2014-09-01,Grand Slam,Outdoor,Hard,4th Round,5,Kohlschreiber P.,Djokovic N.,Djokovic N.,25,1,1505,12770,13.0,1.04
2014-09-04,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Murray A.,Djokovic N.,1,9,12770,3150,1.25,4.0
2014-09-06,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Nishikori K.,Nishikori K.,1,11,12770,2680,1.1,7.0
2014-09-30,ATP500,Outdoor,Hard,1st Round,3,Djokovic N.,Garcia-Lopez G.,Djokovic N.,1,38,12150,1040,1.04,13.0
2014-10-01,ATP500,Outdoor,Hard,2nd Round,3,Djokovic N.,Pospisil V.,Djokovic N.,1,41,12150,965,1.03,15.0
2014-10-03,ATP500,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Djokovic N.,Djokovic N.,10,1,3710,12150,5.0,1.16
2014-10-04,ATP500,Outdoor,Hard,Semifinals,3,Murray A.,Djokovic N.,Djokovic N.,11,1,3365,12150,3.5,1.3
2014-10-05,ATP500,Outdoor,Hard,The Final,3,Berdych T.,Djokovic N.,Djokovic N.,6,1,4115,12150,5.5,1.14
2014-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Thiem D.,Djokovic N.,1,39,12150,1024,1.03,15.0
2014-10-09,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Kukushkin M.,Djokovic N.,1,85,12150,642,1.02,19.0
2014-10-10,Masters 1000,Outdoor,Hard,Quarterfinals,3,Ferrer D.,Djokovic N.,Djokovic N.,5,1,4495,12150,7.0,1.1
2014-10-11,Masters 1000,Outdoor,Hard,Semifinals,3,Federer R.,Djokovic N.,Federer R.,3,1,8170,12150,3.4,1.33
2014-10-28,Masters 1000,Indoor,Hard,2nd Round,3,Kohlschreiber P.,Djokovic N.,Djokovic N.,24,1,1460,11510,5.5,1.14
2014-10-30,Masters 1000,Indoor,Hard,3rd Round,3,Djokovic N.,Monfils G.,Djokovic N.,1,21,11510,1735,1.16,5.0
2014-10-31,Masters 1000,Indoor,Hard,Quarterfinals,3,Murray A.,Djokovic N.,Djokovic N.,8,1,4295,11510,3.25,1.36
2014-11-01,Masters 1000,Indoor,Hard,Semifinals,3,Djokovic N.,Nishikori K.,Djokovic N.,1,7,11510,4355,1.2,4.5
2014-11-02,Masters 1000,Indoor,Hard,The Final,3,Raonic M.,Djokovic N.,Djokovic N.,10,1,3930,11510,5.0,1.16
2014-11-10,Masters Cup,Indoor,Hard,Round Robin,3,Cilic M.,Djokovic N.,Djokovic N.,9,1,4150,10010,6.0,1.12
2014-11-12,Masters Cup,Indoor,Hard,Round Robin,3,Wawrinka S.,Djokovic N.,Djokovic N.,4,1,4895,10010,5.5,1.14
2014-11-14,Masters Cup,Indoor,Hard,Round Robin,3,Djokovic N.,Berdych T.,Djokovic N.,1,7,10010,4465,1.07,9.0
2014-11-15,Masters Cup,Indoor,Hard,Semifinals,3,Djokovic N.,Nishikori K.,Djokovic N.,1,5,10010,4625,1.07,9.0
2015-01-06,ATP250,Outdoor,Hard,1st Round,3,Lajovic D.,Djokovic N.,Djokovic N.,68,1,711,11360,15.0,1.03
2015-01-07,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Stakhovsky S.,Djokovic N.,1,57,11360,781,1.02,17.0
2015-01-08,ATP250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Karlovic I.,Karlovic I.,1,27,11360,1320,1.05,11.0
2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Bedene A.,Djokovic N.,1,116,11405,487,1.01,26.0
2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Kuznetsov An.,Djokovic N.,Djokovic N.,88,1,595,11405,26.0,1.01
2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Verdasco F.,Djokovic N.,1,33,11405,1135,1.03,15.0
2015-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Muller G.,Djokovic N.,Djokovic N.,42,1,964,11405,17.0,1.02
2015-01-28,Grand Slam,Outdoor,Hard,Quarterfinals,5,Raonic M.,Djokovic N.,Djokovic N.,8,1,4575,11405,6.5,1.11
2015-01-30,Grand Slam,Outdoor,Hard,Semifinals,5,Wawrinka S.,Djokovic N.,Djokovic N.,4,1,5370,11405,4.33,1.22
2015-02-01,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Murray A.,Djokovic N.,1,6,11405,4675,1.44,2.75
2015-02-24,ATP500,Outdoor,Hard,1st Round,3,Pospisil V.,Djokovic N.,Djokovic N.,63,1,785,13045,15.0,1.02
2015-02-25,ATP500,Outdoor,Hard,2nd Round,3,Golubev A.,Djokovic N.,Djokovic N.,107,1,521,13045,21.0,1.01
2015-02-26,ATP500,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Ilhan M.,Djokovic N.,1,104,13045,538,1.01,26.0
2015-02-27,ATP500,Outdoor,Hard,Semifinals,3,Djokovic N.,Berdych T.,Djokovic N.,1,8,13045,4460,1.11,6.5
2015-02-28,ATP500,Outdoor,Hard,The Final,3,Djokovic N.,Federer R.,Federer R.,1,2,13045,9205,1.44,2.75
2015-03-15,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Baghdatis M.,Djokovic N.,1,61,13205,788,1.02,17.0
2015-03-17,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Ramos-Vinolas A.,Djokovic N.,1,68,13205,730,1.01,26.0
2015-03-19,Masters 1000,Outdoor,Hard,4th Round,3,Isner J.,Djokovic N.,Djokovic N.,20,1,1720,13205,7.0,1.1
2015-03-21,Masters 1000,Outdoor,Hard,Semifinals,3,Murray A.,Djokovic N.,Djokovic N.,4,1,5425,13205,3.5,1.3
2015-03-22,Masters 1000,Outdoor,Hard,The Final,3,Federer R.,Djokovic N.,Djokovic N.,2,1,9205,13205,2.62,1.5
2015-03-29,Masters 1000,Outdoor,Hard,2nd Round,3,Klizan M.,Djokovic N.,Djokovic N.,41,1,1065,13205,17.0,1.02
2015-03-30,Masters 1000,Outdoor,Hard,3rd Round,3,Darcis S.,Djokovic N.,Djokovic N.,84,1,603,13205,19.0,1.02
2015-03-31,Masters 1000,Outdoor,Hard,4th Round,3,Djokovic N.,Dolgopolov O.,Djokovic N.,1,65,13205,760,1.04,13.0
2015-04-03,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Ferrer D.,Djokovic N.,1,7,13205,4580,1.11,6.5
2015-04-04,Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,Isner J.,Djokovic N.,1,24,13205,1450,1.14,5.5
2015-04-05,Masters 1000,Outdoor,Hard,The Final,3,Murray A.,Djokovic N.,Djokovic N.,4,1,5695,13205,3.75,1.28
2015-04-14,Masters 1000,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Djokovic N.,Djokovic N.,67,1,742,13205,19.0,1.02
2015-04-16,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Haider-Maurer A.,Djokovic N.,1,52,13205,876,1.01,21.0
2015-04-17,Masters 1000,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Cilic M.,Djokovic N.,1,10,13205,3360,1.04,13.0
2015-04-18,Masters 1000,Outdoor,Clay,Semifinals,3,Nadal R.,Djokovic N.,Djokovic N.,5,1,5255,13205,3.0,1.4
2015-04-19,Masters 1000,Outdoor,Clay,The Final,3,Djokovic N.,Berdych T.,Djokovic N.,1,8,13205,4510,1.07,9.0
2015-05-12,Masters 1000,Outdoor,Clay,2nd Round,3,Almagro N.,Djokovic N.,Djokovic N.,174,1,290,13845,15.0,1.03
2015-05-14,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Bellucci T.,Djokovic N.,1,68,13845,714,1.02,19.0
2015-05-15,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nishikori K.,Djokovic N.,Djokovic N.,6,1,5040,13845,4.5,1.2
2015-05-16,Masters 1000,Outdoor,Clay,Semifinals,3,Ferrer D.,Djokovic N.,Djokovic N.,8,1,4310,13845,6.0,1.12
2015-05-17,Masters 1000,Outdoor,Clay,The Final,3,Federer R.,Djokovic N.,Djokovic N.,2,1,8645,13845,3.25,1.36
2015-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Nieminen J.,Djokovic N.,Djokovic N.,87,1,603,13845,34.0,1.002
2015-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Muller G.,Djokovic N.,Djokovic N.,55,1,868,13845,34.0,1.002
2015-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Kokkinakis T.,Djokovic N.,Djokovic N.,84,1,619,13845,29.0,1.005
2015-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Gasquet R.,Djokovic N.,1,21,13845,1625,1.02,19.0
2015-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nadal R.,Djokovic N.,Djokovic N.,7,1,4570,13845,3.4,1.33
2015-06-06,Grand Slam,Outdoor,Clay,Semifinals,5,Djokovic N.,Murray A.,Djokovic N.,1,3,13845,7040,1.16,5.0
2015-06-07,Grand Slam,Outdoor,Clay,The Final,5,Djokovic N.,Wawrinka S.,Wawrinka S.,1,9,13845,3845,1.12,6.0
2015-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Kohlschreiber P.,Djokovic N.,1,33,13845,1195,1.03,15.0
2015-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Nieminen J.,Djokovic N.,Djokovic N.,92,1,564,13845,34.0,1.005
2015-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Tomic B.,Djokovic N.,Djokovic N.,26,1,1355,13845,17.0,1.02
2015-07-07,Grand Slam,Outdoor,Grass,4th Round,5,Anderson K.,Djokovic N.,Djokovic N.,14,1,2090,13845,15.0,1.03
2015-07-08,Grand Slam,Outdoor,Grass,Quarterfinals,5,Cilic M.,Djokovic N.,Djokovic N.,9,1,3540,13845,7.5,1.08
2015-07-10,Grand Slam,Outdoor,Grass,Semifinals,5,Djokovic N.,Gasquet R.,Djokovic N.,1,20,13845,1610,1.06,10.0
2015-07-12,Grand Slam,Outdoor,Grass,The Final,5,Djokovic N.,Federer R.,Djokovic N.,1,2,13845,9665,1.83,2.0
2015-08-11,Masters 1000,Outdoor,Hard,2nd Round,3,Bellucci T.,Djokovic N.,Djokovic N.,33,1,1145,13755,21.0,1.01
2015-08-13,Masters 1000,Outdoor,Hard,3rd Round,3,Sock J.,Djokovic N.,Djokovic N.,35,1,1115,13755,13.0,1.04
2015-08-15,Masters 1000,Outdoor,Hard,Quarterfinals,3,Gulbis E.,Djokovic N.,Djokovic N.,87,1,585,13755,11.0,1.04
2015-08-15,Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,Chardy J.,Djokovic N.,1,49,13755,925,1.04,13.0
2015-08-16,Masters 1000,Outdoor,Hard,The Final,3,Murray A.,Djokovic N.,Murray A.,3,1,7840,13755,2.75,1.44
2015-08-19,Masters 1000,Outdoor,Hard,2nd Round,3,Paire B.,Djokovic N.,Djokovic N.,42,1,1000,14265,15.0,1.03
2015-08-20,Masters 1000,Outdoor,Hard,3rd Round,3,Goffin D.,Djokovic N.,Djokovic N.,14,1,2090,14265,10.0,1.06
2015-08-21,Masters 1000,Outdoor,Hard,Quarterfinals,3,Wawrinka S.,Djokovic N.,Djokovic N.,5,1,5575,14265,4.0,1.25
2015-08-22,Masters 1000,Outdoor,Hard,Semifinals,3,Dolgopolov O.,Djokovic N.,Djokovic N.,66,1,750,14265,7.0,1.1
2015-08-23,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Federer R.,Federer R.,1,3,14265,8065,1.9,1.9
2015-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Haider-Maurer A.,Djokovic N.,1,52,14865,870,1.005,34.0
2015-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Seppi A.,Djokovic N.,1,25,14865,1430,1.01,26.0
2015-09-07,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Bautista R.,Djokovic N.,1,23,14865,1510,1.005,26.0
2015-09-09,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Lopez F.,Djokovic N.,1,19,14865,1665,1.02,15.0
2015-09-11,Grand Slam,Outdoor,Hard,Semifinals,5,Cilic M.,Djokovic N.,Djokovic N.,9,1,3550,14865,6.0,1.12
2015-09-13,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Djokovic N.,Djokovic N.,2,1,9065,14865,2.2,1.66
2015-10-06,ATP500,Outdoor,Hard,1st Round,3,Bolelli S.,Djokovic N.,Djokovic N.,59,1,790,15645,11.0,1.03
2015-10-08,ATP500,Outdoor,Hard,2nd Round,3,Djokovic N.,Zhang Ze,Djokovic N.,1,219,15645,230,1.002,41.0
2015-10-09,ATP500,Outdoor,Hard,Quarterfinals,3,Isner J.,Djokovic N.,Djokovic N.,13,1,2280,15645,8.0,1.08
2015-10-10,ATP500,Outdoor,Hard,Semifinals,3,Ferrer D.,Djokovic N.,Djokovic N.,7,1,3945,15645,9.0,1.07
2015-10-11,ATP500,Outdoor,Hard,The Final,3,Djokovic N.,Nadal R.,Djokovic N.,1,8,15645,3770,1.1,7.0
2015-10-14,Masters 1000,Outdoor,Hard,2nd Round,3,Klizan M.,Djokovic N.,Djokovic N.,44,1,990,15785,21.0,1.01
2015-10-15,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Lopez F.,Djokovic N.,1,17,15785,1725,1.03,15.0
2015-10-16,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Tomic B.,Djokovic N.,1,20,15785,1585,1.01,21.0
2015-10-17,Masters 1000,Outdoor,Hard,Semifinals,3,Murray A.,Djokovic N.,Djokovic N.,2,1,8640,15785,3.75,1.28
2015-10-18,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Tsonga J.W.,Djokovic N.,1,15,15785,1990,1.06,10.0
2015-11-03,Masters 1000,Indoor,Hard,2nd Round,3,Bellucci T.,Djokovic N.,Djokovic N.,40,1,1080,15785,13.0,1.03
2015-11-05,Masters 1000,Indoor,Hard,3rd Round,3,Djokovic N.,Simon G.,Djokovic N.,1,15,15785,2100,1.04,13.0
2015-11-06,Masters 1000,Indoor,Hard,Quarterfinals,3,Djokovic N.,Berdych T.,Djokovic N.,1,5,15785,4730,1.1,7.0
2015-11-07,Masters 1000,Indoor,Hard,Semifinals,3,Wawrinka S.,Djokovic N.,Djokovic N.,4,1,6585,15785,6.0,1.12
2015-11-08,Masters 1000,Indoor,Hard,The Final,3,Djokovic N.,Murray A.,Djokovic N.,1,3,15785,8070,1.25,4.0
2015-11-15,Masters Cup,Indoor,Hard,Round Robin,3,Nishikori K.,Djokovic N.,Djokovic N.,8,1,4035,15285,11.0,1.05
2015-11-17,Masters Cup,Indoor,Hard,Round Robin,3,Federer R.,Djokovic N.,Federer R.,3,1,7340,15285,3.5,1.3
2015-11-19,Masters Cup,Indoor,Hard,Round Robin,3,Djokovic N.,Berdych T.,Djokovic N.,1,6,15285,4620,1.06,10.0
2015-11-21,Masters Cup,Indoor,Hard,Semifinals,3,Nadal R.,Djokovic N.,Djokovic N.,5,1,4630,15285,4.5,1.2
2015-11-22,Masters Cup,Indoor,Hard,The Final,3,Federer R.,Djokovic N.,Djokovic N.,3,1,7340,15285,2.75,1.44
2016-01-04,ATP250,Outdoor,Hard,1st Round,3,Brown D.,Djokovic N.,Djokovic N.,118,1,493,16585,21.0,1.01
2016-01-06,ATP250,Outdoor,Hard,2nd Round,3,Verdasco F.,Djokovic N.,Djokovic N.,49,1,900,16585,15.0,1.02
2016-01-07,ATP250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Mayer L.,Djokovic N.,1,35,16585,1150,1.01,21.0
2016-01-08,ATP250,Outdoor,Hard,Semifinals,3,Berdych T.,Djokovic N.,Djokovic N.,6,1,4620,16585,9.0,1.07
2016-01-09,ATP250,Outdoor,Hard,The Final,3,Djokovic N.,Nadal R.,Djokovic N.,1,5,16585,5230,1.14,5.5
2016-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Chung H.,Djokovic N.,1,52,16790,821,1.002,41.0
2016-01-22,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Seppi A.,Djokovic N.,1,29,16790,1290,1.01,26.0
2016-01-24,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Simon G.,Djokovic N.,1,15,16790,2145,1.01,21.0
2016-01-26,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Nishikori K.,Djokovic N.,1,7,16790,4235,1.12,6.0
2016-01-28,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Djokovic N.,Djokovic N.,3,1,8165,16790,3.5,1.3
2016-01-31,Grand Slam,Outdoor,Hard,The Final,5,Murray A.,Djokovic N.,Djokovic N.,2,1,8945,16790,5.0,1.2
2016-02-22,ATP500,Outdoor,Hard,1st Round,3,Robredo T.,Djokovic N.,Djokovic N.,41,1,1035,16790,17.0,1.02
2016-02-24,ATP500,Outdoor,Hard,2nd Round,3,Jaziri M.,Djokovic N.,Djokovic N.,121,1,486,16790,34.0,1.005
2016-03-14,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Fratangelo B.,Djokovic N.,1,149,16540,397,1.005,29.0
2016-03-16,Masters 1000,Outdoor,Hard,3rd Round,3,Kohlschreiber P.,Djokovic N.,Djokovic N.,30,1,1330,16540,7.0,1.1
2016-03-17,Masters 1000,Outdoor,Hard,4th Round,3,Djokovic N.,Lopez F.,Djokovic N.,1,21,16540,1630,1.07,9.0
2016-03-18,Masters 1000,Outdoor,Hard,Quarterfinals,3,Tsonga J.W.,Djokovic N.,Djokovic N.,9,1,2950,16540,6.5,1.11
2016-03-19,Masters 1000,Outdoor,Hard,Semifinals,3,Nadal R.,Djokovic N.,Djokovic N.,5,1,4810,16540,5.5,1.14
2016-03-20,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Raonic M.,Djokovic N.,1,14,16540,2410,1.14,5.5
2016-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Edmund K.,Djokovic N.,1,87,16540,623,1.01,23.0
2016-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Sousa J.,Djokovic N.,Djokovic N.,38,1,1146,16540,26.0,1.01
2016-03-29,Masters 1000,Outdoor,Hard,4th Round,3,Thiem D.,Djokovic N.,Djokovic N.,14,1,2510,16540,7.0,1.1
2016-03-31,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Berdych T.,Djokovic N.,1,7,16540,3810,1.08,8.0
2016-04-01,Masters 1000,Outdoor,Hard,Semifinals,3,Goffin D.,Djokovic N.,Djokovic N.,15,1,2290,16540,9.0,1.07
2016-04-03,Masters 1000,Outdoor,Hard,The Final,3,Nishikori K.,Djokovic N.,Djokovic N.,6,1,4070,16540,5.5,1.14
2016-04-13,Masters 1000,Outdoor,Clay,2nd Round,3,Vesely J.,Djokovic N.,Vesely J.,55,1,840,16540,23.0,1.01
2016-05-04,Masters 1000,Outdoor,Clay,2nd Round,3,Coric B.,Djokovic N.,Djokovic N.,40,1,1015,15550,11.0,1.05
2016-05-05,Masters 1000,Outdoor,Clay,3rd Round,3,Bautista Agut R.,Djokovic N.,Djokovic N.,17,1,2015,15550,13.0,1.04
2016-05-06,Masters 1000,Outdoor,Clay,Quarterfinals,3,Raonic M.,Djokovic N.,Djokovic N.,10,1,2740,15550,7.0,1.1
2016-05-07,Masters 1000,Outdoor,Clay,Semifinals,3,Nishikori K.,Djokovic N.,Djokovic N.,6,1,4290,15550,6.0,1.12
2016-05-08,Masters 1000,Outdoor,Clay,The Final,3,Djokovic N.,Murray A.,Djokovic N.,1,2,15550,7925,1.25,4.0
2016-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Robert S.,Djokovic N.,Djokovic N.,103,1,558,16550,34.0,1.005
2016-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Bellucci T.,Djokovic N.,Djokovic N.,37,1,1080,16550,13.0,1.04
2016-05-13,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Djokovic N.,Djokovic N.,5,1,5675,16550,3.4,1.36
2016-05-14,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,Nishikori K.,Djokovic N.,1,6,16550,4290,1.14,5.5
